pl_name,hostname,pl_letter,sy_pnum,soltype,default_flag,pl_refname,pl_pubdate,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,disc_year,discoverymethod,sy_dist
"55 Cnc B c","55 Cnc B","c",7,"Published Confirmed",1,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",33.74700000000,,,,,5.30000000,1.40000000,-1.40000000,0,"Msini",2025,"Radial Velocity",12.47730000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>","1997-01",14.64800000000,,,,,266.97720000,,,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>","2002-12",14.65300000000,,,,,266.97720000,22.24810000,-22.24810000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>","2004-01",14.64700000000,,,,,289.21000000,6.36000000,-6.36000000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>","2004-10",14.67000000000,,,,,249.17872000,28.60470000,-28.60470000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>","2008-03",14.65162000000,,,,,261.88100000,2.22500000,-2.22500000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>","2009-03",14.65126000000,,,,,260.61000000,38.14000000,-38.14000000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=ENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...759...19E/abstract target=ref> Endl et al. 2012 </a>","2012-11",14.65100000000,,,,,254.25000000,3.81400000,-3.81400000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>","2014-06",14.46531400000,,,,,266.96600000,41.63400000,-9.85200000,0,"Mass",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>","2015-01",14.65152000000,,,,,263.97850000,1.04880000,-1.04880000,0,"Mass",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>","2015-04",14.60000000000,,,,,254.25000000,,,0,"Mass",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>","2018-10",14.65160000000,,,,,255.40000000,2.90000000,-2.90000000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",14.65171000000,,,,,267.29369029,8.26353858,-8.26353858,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",14.65161300000,,,,,240.00000000,9.60000000,-9.80000000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc b","55 Cnc","b",7,"Published Confirmed",1,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",14.65155200000,,,,,276.00000000,9.00000000,-9.00000000,0,"Msini",1996,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>","2004-10",43.93000000000,,,,,68.96911000,12.71320000,-12.71320000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>","2008-03",44.34460000000,,,,,53.71100000,2.54300000,-2.54300000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>","2009-03",44.37870000000,,,,,52.44000000,8.26300000,-8.26300000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=ENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...759...19E/abstract target=ref> Endl et al. 2012 </a>","2012-11",44.38000000000,,,,,52.44000000,1.71620000,-1.71620000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>","2014-06",44.37300000000,,,,,56.69850000,8.74000000,-2.47900000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>","2015-01",44.41750000000,,,,,54.47380000,1.74800000,-1.74800000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>","2018-10",44.39890000000,,,,,51.20000000,1.30000000,-1.30000000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",44.38270000000,,,,,54.34865760,2.09766749,-2.09766749,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",44.39160000000,,,,,48.70000000,2.30000000,-2.30000000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc c","55 Cnc","c",7,"Published Confirmed",1,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",44.39360000000,,,,,56.60000000,2.20000000,-2.20000000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>","2002-12",5360.00000000000,,,,,1287.21150000,127.13200000,-127.13200000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>","2004-01",4545.00000000000,,,,,918.49000000,149.37000000,-149.37000000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>","2004-10",4517.40000000000,,,,,1243.35096000,165.27160000,-165.27160000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>","2008-03",5218.00000000000,,,,,1218.82700000,25.42500000,-25.42500000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>","2009-03",5370.00000000000,,,,,1220.42000000,184.33000000,-184.33000000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=ENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...759...19E/abstract target=ref> Endl et al. 2012 </a>","2012-11",4909.00000000000,,,,,1121.89000000,25.43000000,-25.43000000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>","2014-06",4867.00000000000,,,,,1226.77000000,190.69000000,-47.67000000,0,"Mass",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>","2015-01",4825.00000000000,,,,,1232.49300000,21.61200000,-21.61200000,0,"Mass",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>","2018-10",5574.20000000000,,,,,991.60000000,30.70000000,-33.10000000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",4820.00000000000,,,,,908.98924402,79.45710175,-79.45710175,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",4982.00000000000,,,,,1062.00000000,61.00000000,-77.00000000,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc d","55 Cnc","d",7,"Published Confirmed",1,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",4799.00000000000,,,,,1214.10451474,41.31769291,-41.31769291,0,"Msini",2002,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>","2004-10",2.80800000000,,,,,14.30235000,3.17830000,-3.17830000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>","2009-03",2.79674000000,,,,,7.46870000,1.55730000,-1.55730000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=WINN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.5230W/abstract target=ref> Winn et al. 2011 </a>","2011-08",0.73654000000,2.00000000,0.14000000,-0.14000000,0,8.63000000,0.35000000,-0.35000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=DEMORY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...533A.114D/abstract target=ref>Demory et al. 2011</a>","2011-09",0.73654370000,2.08000000,0.16000000,-0.17000000,0,7.81000000,0.58000000,-0.53000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=ENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...759...19E/abstract target=ref> Endl et al. 2012 </a>","2012-11",0.73654600000,2.17300000,0.09700000,-0.09800000,0,8.37000000,0.38000000,-0.38000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>","2014-06",0.73654780000,,,,,8.09479000,0.26061000,-0.25743000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=BOURRIER__AMP__H_EACUTE_BRARD_2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...569A..65B/abstract target=ref>Bourrier &amp; H&eacute;brard 2014</a>","2014-09",0.73654170000,,,,,,,,,,2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>","2015-01",0.73655150000,,,,,8.13928000,0.23201000,-0.23201000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2018D/abstract target=ref>Demory et al. 2016</a>","2016-01",,1.92000000,0.08000000,-0.08000000,0,8.08000000,0.31000000,-0.31000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.532..207D/abstract target=ref>Demory et al. 2016</a>","2016-04",0.73653900000,1.91000000,0.08000000,-0.08000000,0,8.08000000,0.31000000,-0.31000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=CRIDA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018RNAAS...2..172C/abstract target=ref>Crida et al. 2018</a>","2018-09",0.73654740000,1.94700000,0.03800000,-0.03800000,0,8.59000000,0.43000000,-0.43000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",1,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>","2018-10",0.73654740000,1.87500000,0.02900000,-0.02900000,0,7.99000000,0.32000000,-0.33000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>","2019-09",0.73700000000,1.89700000,0.04400000,-0.04600000,0,7.74000000,0.37000000,-0.30000000,0,"Mass",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=KNAPP_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...23K/abstract target=ref>Knapp et al. 2020</a>","2020-07",,,,,,,,,,,2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..181Z/abstract target=ref>Zhang et al. 2021</a>","2021-04",0.73654604000,,,,,,,,,,2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",0.73654450000,,,,,9.37593801,0.44495977,-0.44495977,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=ZHAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs...7..198Z/abstract target=ref>Zhao et al. 2023</a>","2023-02",0.73654300000,1.85600000,0.02400000,-0.02500000,0,,,,,,2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03",0.73654625000,,,,,,,,,,2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",0.73654700000,,,,,7.95000000,0.45000000,-0.44000000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc e","55 Cnc","e",7,"Published Confirmed",0,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",0.73654600000,,,,,9.35000000,0.44000000,-0.44000000,0,"Msini",2004,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>","2008-03",260.00000000000,,,,,45.76600000,12.71300000,-12.71300000,0,"Msini",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>","2009-03",260.70000000000,,,,,44.81200000,12.39500000,-12.39500000,0,"Msini",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=ENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...759...19E/abstract target=ref> Endl et al. 2012 </a>","2012-11",261.20000000000,,,,,54.66400000,2.54300000,-2.54300000,0,"Msini",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>","2014-06",260.91000000000,,,,,47.00510000,6.96020000,-2.95570000,0,"Mass",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>","2015-01",262.00000000000,,,,,44.81200000,3.81400000,-3.81400000,0,"Mass",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>","2018-10",259.88000000000,,,,,47.80000000,2.40000000,-2.40000000,0,"Msini",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",260.98000000000,,,,,46.87969003,2.98758703,-2.98758703,0,"Msini",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",260.54000000000,,,,,40.40000000,2.90000000,-2.80000000,0,"Msini",2007,"Radial Velocity",12.58550000
"55 Cnc f","55 Cnc","f",7,"Published Confirmed",1,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",260.58000000000,,,,,48.50000000,2.80000000,-2.80000000,0,"Msini",2007,"Radial Velocity",12.58550000
"6 Lyn b","6 Lyn","b",1,"Published Confirmed",0,"<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>","2008-12",899.00000000000,,,,,762.80000000,,,0,"Msini",2008,"Radial Velocity",54.65990000
"6 Lyn b","6 Lyn","b",1,"Published Confirmed",0,"<a refstr=BOWLER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..396B/abstract target=ref> Bowler et al. 2010 </a>","2010-01",874.77400000000,,,,,702.40430000,34.96130000,-50.85280000,0,"Msini",2008,"Radial Velocity",54.65990000
"6 Lyn b","6 Lyn","b",1,"Published Confirmed",0,"<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>","2019-04",934.30000000000,,,,,638.83830000,24.47291000,-24.47291000,0,"Msini",2008,"Radial Velocity",54.65990000
"6 Lyn b","6 Lyn","b",1,"Published Confirmed",1,"<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>","2023-12",919.86000000000,,,,,597.83523357,12.07747947,-28.28672822,0,"Msini",2008,"Radial Velocity",54.65990000
